member_ID,cost, material_cost, erection_cost, connection1_cost, connection2_cost, basePlate_cost
BE0065,1013.29239787283, 299.236428195276, 586.8, 127.255969677552, 0, 0
BE0066,1393.96763262555, 624.820717992651, 586.8, 182.346914632901, 0, 0
BE0067,995.426882860072, 299.236428195276, 586.8, 109.390454664796, 0, 0
BE0068,995.426882860072, 299.236428195276, 586.8, 109.390454664796, 0, 0
BE0069,995.426882860072, 299.236428195276, 586.8, 109.390454664796, 0, 0
BE0070,913.1189572652, 180.482851974383, 586.8, 145.836105290817, 0, 0
BE0071,932.442025806355, 263.478616020997, 586.8, 82.1634097853575, 0, 0
BE0072,1395.84962273999, 626.702708107087, 586.8, 182.346914632901, 0, 0
BR0001,1029.94573465097, 443.145734650971, 586.8, 0, 0, 0
BR0002,1339.30231257589, 443.145734650971, 586.8, 167.619674847821, 141.736903077102, 0
BR0003,1339.30231257589, 443.145734650971, 586.8, 167.619674847821, 141.736903077102, 0
BR0010,643.316052307683, 56.5160523076829, 586.8, 0, 0, 0
BR0014,753.50743931026, 56.5160523076829, 586.8, 52.0036487012884, 58.1877383012884, 0
BR0015,1197.56540949879, 443.145734650971, 586.8, 167.619674847821, 0, 0
BR0022,828.77554164564, 88.0802051417752, 586.8, 73.8556234519324, 80.0397130519324, 0
BR0029,997.989544488986, 287.445881935765, 586.8, 123.743662553221, 0, 0
BR0032,1072.22182890906, 236.876699002621, 586.8, 120.651617753221, 127.893512153221, 0
BR0035,757.65728891026, 56.5160523076829, 586.8, 52.0036487012884, 62.3375879012884, 0
BR0041,798.392107536049, 211.592107536049, 586.8, 0, 0, 0
BR0042,912.708185685994, 127.620648507592, 586.8, 99.1437685892009, 99.1437685892009, 0
BR0043,933.144235190552, 236.876699002621, 586.8, 109.467536187931, 0, 0
BR0044,773.107516069477, 186.307516069477, 586.8, 0, 0, 0
BR0054,798.392107536049, 211.592107536049, 586.8, 0, 0, 0
BR0055,798.392107536049, 211.592107536049, 586.8, 0, 0, 0
BR0064,714.420648507592, 127.620648507592, 586.8, 0, 0, 0
BR0069,1028.89454037592, 186.307516069477, 586.8, 127.893512153221, 127.893512153221, 0
BR0071,1196.61139187046, 425.845751015948, 586.8, 88.8500908272545, 95.1155500272545, 0
BR0073,1022.45346471191, 211.592107536049, 586.8, 116.70943058793, 107.351926587931, 0
BR0084,1045.87943264249, 211.592107536049, 586.8, 119.593812953221, 127.893512153221, 0
BR0087,987.811369245338, 186.307516069477, 586.8, 107.351926587931, 107.351926587931, 0
BR0094,1037.57973344249, 211.592107536049, 586.8, 119.593812953221, 119.593812953221, 0
BR0101,996.111068445338, 186.307516069477, 586.8, 112.559580987931, 110.443971387931, 0
BR0104,1085.929106238, 271.975704262139, 586.8, 110.443971387931, 116.70943058793, 0
BR0122,731.215613693796, 64.375900641864, 586.8, 80.0397130519324, 0, 0
BR0131,1029.96933143015, 234.547855051753, 586.8, 102.235813389201, 106.385662989201, 0
CO0001,1108.77283043195, 313.351354053543, 586.8, 102.235813389201, 106.385662989201, 883.069537711233
CO0002,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0003,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0004,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0005,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0006,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0007,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0008,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0009,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0010,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0011,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0012,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0013,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 714.337164577679
CO0014,1234.22319102605, 313.351354053543, 586.8, 334.071836972509, 0, 0
CO0015,1234.22319102605, 313.351354053543, 586.8, 334.071836972509, 0, 0
CO0016,1234.22319102605, 313.351354053543, 586.8, 334.071836972509, 0, 0
CO0017,1234.22319102605, 313.351354053543, 586.8, 334.071836972509, 0, 0
CO0018,1234.22319102605, 313.351354053543, 586.8, 334.071836972509, 0, 0
CO0019,1234.22319102605, 313.351354053543, 586.8, 334.071836972509, 0, 0
CO0020,1234.22319102605, 313.351354053543, 586.8, 334.071836972509, 0, 0
CO0021,1234.22319102605, 313.351354053543, 586.8, 334.071836972509, 0, 0
CO0022,1234.22319102605, 313.351354053543, 586.8, 334.071836972509, 0, 0
CO0023,1234.22319102605, 313.351354053543, 586.8, 334.071836972509, 0, 0
CO0024,1234.22319102605, 313.351354053543, 586.8, 334.071836972509, 0, 0
CO0025,1124.12676933156, 203.254932359055, 586.8, 334.071836972509, 0, 795.532276745612
CO0026,1128.27661893156, 203.254932359055, 586.8, 338.221686572509, 0, 0
CO0027,1128.27661893156, 203.254932359055, 586.8, 338.221686572509, 0, 0
CO0028,1128.27661893156, 203.254932359055, 586.8, 338.221686572509, 0, 0
CO0029,1128.27661893156, 203.254932359055, 586.8, 338.221686572509, 0, 0
CO0030,1128.27661893156, 203.254932359055, 586.8, 338.221686572509, 0, 0
CO0031,1128.27661893156, 203.254932359055, 586.8, 338.221686572509, 0, 0
CO0032,1128.27661893156, 203.254932359055, 586.8, 338.221686572509, 0, 0
CO0033,1128.27661893156, 203.254932359055, 586.8, 338.221686572509, 0, 0
CO0034,1128.27661893156, 203.254932359055, 586.8, 338.221686572509, 0, 0
CO0035,1128.27661893156, 203.254932359055, 586.8, 338.221686572509, 0, 0
CO0036,1128.27661893156, 203.254932359055, 586.8, 338.221686572509, 0, 0
CO0037,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 883.119949033392
CO0038,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0039,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0040,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0041,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0042,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0043,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0044,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0045,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0046,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0047,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
CO0048,1238.37304062605, 313.351354053543, 586.8, 338.221686572509, 0, 0
TotalCost: 157554.500295982RMB
