node_ID,X,Y,Z,member_ID,ground?,load_bearing?,U1,U2,U3,R1,R2,R3,remove?,add_back?
P000303,7000.0,-6000.0,0.0,CO0028,True,False,True,True,True,True,True,True,False,False
P000403,7000.0,-8000.0,0.0,CO0029,True,False,True,True,True,True,True,True,False,False
P000503,7000.0,-10000.0,0.0,CO0030,True,False,True,True,True,True,True,True,False,False
P000603,7000.0,-12000.0,0.0,CO0031,True,False,True,True,True,True,True,True,False,False
P000703,7000.0,-14000.0,0.0,CO0032,True,False,True,True,True,True,True,True,False,False
P000803,7000.0,-16000.0,0.0,CO0033,True,False,True,True,True,True,True,True,False,False
P000903,7000.0,-18000.0,0.0,CO0034,True,True,True,True,True,True,True,True,False,False
P000004,9000.0,0.0,0.0,CO0035,True,False,True,True,True,True,True,True,False,False
P000104,9000.0,-2000.0,0.0,CO0036,True,False,True,True,True,True,True,True,False,False
P000204,9000.0,-4000.0,0.0,CO0037,True,False,True,True,True,True,True,True,False,False
P000304,9000.0,-6000.0,0.0,CO0038,True,False,True,True,True,True,True,True,False,False
P000404,9000.0,-8000.0,0.0,CO0039,True,False,True,True,True,True,True,True,False,False
P000504,9000.0,-10000.0,0.0,CO0040,True,False,True,True,True,True,True,True,False,False
P000604,9000.0,-12000.0,0.0,CO0041,True,False,True,True,True,True,True,True,False,False
P000704,9000.0,-14000.0,0.0,CO0042,True,False,True,True,True,True,True,True,False,False
P000804,9000.0,-16000.0,0.0,CO0043,True,False,True,True,True,True,True,True,False,False
P000904,9000.0,-18000.0,0.0,CO0044,True,True,True,True,True,True,True,True,False,False
P000005,11000.0,0.0,0.0,CO0045,True,False,True,True,True,True,True,True,False,False
P000105,11000.0,-2000.0,0.0,CO0046,True,False,True,True,True,True,True,True,False,False
P000205,11000.0,-4000.0,0.0,CO0047,True,False,True,True,True,True,True,True,False,False
P000305,11000.0,-6000.0,0.0,CO0048,True,False,True,True,True,True,True,True,False,False
P000405,11000.0,-8000.0,0.0,CO0049,True,False,True,True,True,True,True,True,False,False
P000505,11000.0,-10000.0,0.0,CO0050,True,False,True,True,True,True,True,True,False,False
P000605,11000.0,-12000.0,0.0,CO0051,True,False,True,True,True,True,True,True,False,False
P000705,11000.0,-14000.0,0.0,CO0052,True,False,True,True,True,True,True,True,False,False
P000805,11000.0,-16000.0,0.0,CO0053,True,True,True,True,True,True,True,True,False,False
P000006,13000.0,0.0,0.0,CO0054,True,False,True,True,True,True,True,True,False,False
P000106,13000.0,-2000.0,0.0,CO0055,True,False,True,True,True,True,True,True,False,False
P000206,13000.0,-4000.0,0.0,CO0056,True,False,True,True,True,True,True,True,False,False
P000306,13000.0,-6000.0,0.0,CO0057,True,False,True,True,True,True,True,True,False,False
P000406,13000.0,-8000.0,0.0,CO0058,True,False,True,True,True,True,True,True,False,False
P000506,13000.0,-10000.0,0.0,CO0059,True,False,True,True,True,True,True,True,False,False
P000606,13000.0,-12000.0,0.0,CO0060,True,False,True,True,True,True,True,True,False,False
P000706,13000.0,-14000.0,0.0,CO0061,True,True,True,True,True,True,True,True,False,False
P000906,13000.0,-18000.0,0.0,BR0329,True,False,True,True,True,True,True,True,False,False
P000007,15000.0,0.0,0.0,CO0062,True,False,True,True,True,True,True,True,False,False
P000107,15000.0,-2000.0,0.0,CO0063,True,False,True,True,True,True,True,True,False,False
P000207,15000.0,-4000.0,0.0,CO0064,True,False,True,True,True,True,True,True,False,False
P000307,15000.0,-6000.0,0.0,CO0065,True,False,True,True,True,True,True,True,False,False
P000407,15000.0,-8000.0,0.0,CO0066,True,False,True,True,True,True,True,True,False,False
P000507,15000.0,-10000.0,0.0,CO0067,True,False,True,True,True,True,True,True,False,False
P000607,15000.0,-12000.0,0.0,CO0068,True,True,True,True,True,True,True,True,False,False
P010000,1000.0,0.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010100,1000.0,-2000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010200,1000.0,-4000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010300,1000.0,-6000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010400,1000.0,-8000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010500,1000.0,-10000.0,2000.0,0,False,True,False,False,False,False,False,False,False,False
P010001,3000.0,0.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010101,3000.0,-2000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010201,3000.0,-4000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010301,3000.0,-6000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010401,3000.0,-8000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010501,3000.0,-10000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010601,3000.0,-12000.0,2000.0,0,False,True,False,False,False,False,False,False,False,False
P010901,3000.0,-18000.0,2000.0,0,False,True,False,False,False,False,False,False,False,False
P010002,5000.0,0.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010102,5000.0,-2000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010202,5000.0,-4000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010302,5000.0,-6000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010402,5000.0,-8000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010502,5000.0,-10000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010602,5000.0,-12000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010702,5000.0,-14000.0,2000.0,0,False,True,False,False,False,False,False,False,False,False
P010802,5000.0,-16000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010902,5000.0,-18000.0,2000.0,0,False,True,False,False,False,False,False,False,False,False
P010003,7000.0,0.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010103,7000.0,-2000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010203,7000.0,-4000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010303,7000.0,-6000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010403,7000.0,-8000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010503,7000.0,-10000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010603,7000.0,-12000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010703,7000.0,-14000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010803,7000.0,-16000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010903,7000.0,-18000.0,2000.0,0,False,True,False,False,False,False,False,False,False,False
P010004,9000.0,0.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010104,9000.0,-2000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010204,9000.0,-4000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010304,9000.0,-6000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010404,9000.0,-8000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010504,9000.0,-10000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010604,9000.0,-12000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010704,9000.0,-14000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010804,9000.0,-16000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010904,9000.0,-18000.0,2000.0,0,False,True,False,False,False,False,False,False,False,False
P010005,11000.0,0.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010105,11000.0,-2000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010205,11000.0,-4000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010305,11000.0,-6000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010405,11000.0,-8000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010505,11000.0,-10000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010605,11000.0,-12000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010705,11000.0,-14000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010805,11000.0,-16000.0,2000.0,0,False,True,False,False,False,False,False,False,False,False
P010905,11000.0,-18000.0,2000.0,0,False,True,False,False,False,False,False,False,False,False
P010006,13000.0,0.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010106,13000.0,-2000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010206,13000.0,-4000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010306,13000.0,-6000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010406,13000.0,-8000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010506,13000.0,-10000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010606,13000.0,-12000.0,2000.0,0,False,True,False,False,False,False,False,False,False,False
P010706,13000.0,-14000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010007,15000.0,0.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010107,15000.0,-2000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010207,15000.0,-4000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010307,15000.0,-6000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010407,15000.0,-8000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010507,15000.0,-10000.0,2000.0,0,False,False,False,False,False,False,False,False,False,False
P010607,15000.0,-12000.0,2000.0,0,False,True,False,False,False,False,False,False,False,False
P020000,1000.0,0.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020100,1000.0,-2000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020200,1000.0,-4000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020300,1000.0,-6000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020400,1000.0,-8000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020500,1000.0,-10000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P020001,3000.0,0.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020101,3000.0,-2000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020201,3000.0,-4000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020301,3000.0,-6000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020401,3000.0,-8000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020501,3000.0,-10000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P020901,3000.0,-18000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P020002,5000.0,0.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020102,5000.0,-2000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020202,5000.0,-4000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020302,5000.0,-6000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020402,5000.0,-8000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020502,5000.0,-10000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020602,5000.0,-12000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P020702,5000.0,-14000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P020802,5000.0,-16000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P020902,5000.0,-18000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P020003,7000.0,0.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020103,7000.0,-2000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020203,7000.0,-4000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020303,7000.0,-6000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020403,7000.0,-8000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020503,7000.0,-10000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020603,7000.0,-12000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020703,7000.0,-14000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020803,7000.0,-16000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020903,7000.0,-18000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P020004,9000.0,0.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020104,9000.0,-2000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020204,9000.0,-4000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020304,9000.0,-6000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020404,9000.0,-8000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020504,9000.0,-10000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020604,9000.0,-12000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020704,9000.0,-14000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020804,9000.0,-16000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020904,9000.0,-18000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P020005,11000.0,0.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020105,11000.0,-2000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020205,11000.0,-4000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020305,11000.0,-6000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020405,11000.0,-8000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020505,11000.0,-10000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020605,11000.0,-12000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020705,11000.0,-14000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020805,11000.0,-16000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P020905,11000.0,-18000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P020006,13000.0,0.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020106,13000.0,-2000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020206,13000.0,-4000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020306,13000.0,-6000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020406,13000.0,-8000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020506,13000.0,-10000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020606,13000.0,-12000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P020007,15000.0,0.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020107,15000.0,-2000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020207,15000.0,-4000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020307,15000.0,-6000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020407,15000.0,-8000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020507,15000.0,-10000.0,4000.0,0,False,False,False,False,False,False,False,False,False,False
P020607,15000.0,-12000.0,4000.0,0,False,True,False,False,False,False,False,False,False,False
P030000,1000.0,0.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030100,1000.0,-2000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030200,1000.0,-4000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030300,1000.0,-6000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030400,1000.0,-8000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030500,1000.0,-10000.0,6000.0,0,False,True,False,False,False,False,False,False,False,False
P030001,3000.0,0.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030101,3000.0,-2000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030201,3000.0,-4000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030301,3000.0,-6000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030401,3000.0,-8000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030501,3000.0,-10000.0,6000.0,0,False,True,False,False,False,False,False,False,False,False
P030002,5000.0,0.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030102,5000.0,-2000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030202,5000.0,-4000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030302,5000.0,-6000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030402,5000.0,-8000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030502,5000.0,-10000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030602,5000.0,-12000.0,6000.0,0,False,True,False,False,False,False,False,False,False,False
P030802,5000.0,-16000.0,6000.0,0,False,True,False,False,False,False,False,False,False,False
P030003,7000.0,0.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030103,7000.0,-2000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030203,7000.0,-4000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030303,7000.0,-6000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030403,7000.0,-8000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030503,7000.0,-10000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030603,7000.0,-12000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030703,7000.0,-14000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030803,7000.0,-16000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030903,7000.0,-18000.0,6000.0,0,False,True,False,False,False,False,False,False,False,False
P030004,9000.0,0.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030104,9000.0,-2000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030204,9000.0,-4000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030304,9000.0,-6000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030404,9000.0,-8000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030504,9000.0,-10000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030604,9000.0,-12000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030704,9000.0,-14000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030804,9000.0,-16000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030904,9000.0,-18000.0,6000.0,0,False,True,False,False,False,False,False,False,False,False
P030005,11000.0,0.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030105,11000.0,-2000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030205,11000.0,-4000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030305,11000.0,-6000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030405,11000.0,-8000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030505,11000.0,-10000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030605,11000.0,-12000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030705,11000.0,-14000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030805,11000.0,-16000.0,6000.0,0,False,True,False,False,False,False,False,False,False,False
P030905,11000.0,-18000.0,6000.0,0,False,True,False,False,False,False,False,False,False,False
P030006,13000.0,0.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030106,13000.0,-2000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030206,13000.0,-4000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030306,13000.0,-6000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030406,13000.0,-8000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030506,13000.0,-10000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030606,13000.0,-12000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030706,13000.0,-14000.0,6000.0,0,False,True,False,False,False,False,False,False,False,False
P030007,15000.0,0.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030107,15000.0,-2000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030207,15000.0,-4000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030307,15000.0,-6000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030407,15000.0,-8000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030507,15000.0,-10000.0,6000.0,0,False,False,False,False,False,False,False,False,False,False
P030607,15000.0,-12000.0,6000.0,0,False,True,False,False,False,False,False,False,False,False
P040000,1000.0,0.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040100,1000.0,-2000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040200,1000.0,-4000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040300,1000.0,-6000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040400,1000.0,-8000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040500,1000.0,-10000.0,8000.0,0,False,True,False,False,False,False,False,False,False,False
P040001,3000.0,0.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040101,3000.0,-2000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040201,3000.0,-4000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040301,3000.0,-6000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040401,3000.0,-8000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040002,5000.0,0.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040102,5000.0,-2000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040202,5000.0,-4000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040302,5000.0,-6000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040402,5000.0,-8000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040502,5000.0,-10000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040802,5000.0,-16000.0,8000.0,0,False,True,False,False,False,False,False,False,False,False
P040003,7000.0,0.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040103,7000.0,-2000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040203,7000.0,-4000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040303,7000.0,-6000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040403,7000.0,-8000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040503,7000.0,-10000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040603,7000.0,-12000.0,8000.0,0,False,True,False,False,False,False,False,False,False,False
P040703,7000.0,-14000.0,8000.0,0,False,True,False,False,False,False,False,False,False,False
P040803,7000.0,-16000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040903,7000.0,-18000.0,8000.0,0,False,True,False,False,False,False,False,False,False,False
P040004,9000.0,0.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040104,9000.0,-2000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040204,9000.0,-4000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040304,9000.0,-6000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040404,9000.0,-8000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040504,9000.0,-10000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040604,9000.0,-12000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040704,9000.0,-14000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040804,9000.0,-16000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040904,9000.0,-18000.0,8000.0,0,False,True,False,False,False,False,False,False,False,False
P040005,11000.0,0.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040105,11000.0,-2000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040205,11000.0,-4000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040305,11000.0,-6000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040405,11000.0,-8000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040505,11000.0,-10000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040605,11000.0,-12000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040705,11000.0,-14000.0,8000.0,0,False,True,False,False,False,False,False,False,False,False
P040805,11000.0,-16000.0,8000.0,0,False,True,False,False,False,False,False,False,False,False
P040006,13000.0,0.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040106,13000.0,-2000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040206,13000.0,-4000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040306,13000.0,-6000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040406,13000.0,-8000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040506,13000.0,-10000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040606,13000.0,-12000.0,8000.0,0,False,True,False,False,False,False,False,False,False,False
P040007,15000.0,0.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040107,15000.0,-2000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040207,15000.0,-4000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040307,15000.0,-6000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
