member_ID,start_node,end_node,size,PI,V2I,V3I,TI,PJ,V2J,V3J,TJ,M2I,M3I,M2J,M3J,add_back? 
BR0013,P001117,X00111606,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0014,P011116,X00111606,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0015,P001117,X00111721,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0016,P001218,X00111721,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0004,P001118,P011118,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0005,P001118,P001218,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0006,P001118,P001119,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0017,P001118,X00111826,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0018,P011218,X00111826,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0019,P001118,X00111828,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0020,P011119,X00111828,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0021,P001118,X00111717,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0022,P011117,X00111717,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0023,P001118,X00111832,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0024,P001219,X00111832,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0025,P001118,X00111721,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0026,P001217,X00111721,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0005,P001119,P011119,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0007,P001119,P001219,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0008,P001119,P001120,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0027,P001119,X00111939,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0028,P011219,X00111939,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0029,P001119,X00111941,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0030,P011120,X00111941,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0031,P001119,X00111828,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0032,P011118,X00111828,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0033,P001119,X00111945,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0034,P001220,X00111945,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0035,P001119,X00111832,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0036,P001218,X00111832,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0006,P001120,P011120,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0009,P001120,P001220,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0010,P001120,P001121,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0037,P001120,X00112052,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0038,P011220,X00112052,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0039,P001120,X00112054,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0040,P011121,X00112054,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0041,P001120,X00111941,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0042,P011119,X00111941,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0043,P001120,X00112058,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0044,P001221,X00112058,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0045,P001120,X00111945,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0046,P001219,X00111945,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0007,P001121,P011121,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0011,P001121,P001221,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0012,P001121,P001122,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0047,P001121,X00112165,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0048,P011221,X00112165,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0049,P001121,X00112167,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0050,P011122,X00112167,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0051,P001121,X00112054,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0052,P011120,X00112054,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0053,P001121,X00112171,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0054,P001222,X00112171,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0055,P001121,X00112058,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0056,P001220,X00112058,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0008,P001122,P011122,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0013,P001122,P001222,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0014,P001122,P001123,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0057,P001122,X00112278,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0058,P011222,X00112278,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0059,P001122,X00112280,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0060,P011123,X00112280,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0061,P001122,X00112167,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0062,P011121,X00112167,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0063,P001122,X00112284,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0064,P001223,X00112284,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0065,P001122,X00112171,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0066,P001221,X00112171,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0009,P001123,P011123,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0015,P001123,P001223,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0016,P001123,P001124,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0067,P001123,X00112391,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0068,P011223,X00112391,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0069,P001123,X00112393,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0070,P011124,X00112393,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0071,P001123,X00112280,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0072,P011122,X00112280,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0073,P001123,X00112397,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0074,P001224,X00112397,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0075,P001123,X00112284,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0076,P001222,X00112284,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0010,P001124,P011124,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0017,P001124,P001224,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0077,P001124,X001124103,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0078,P011224,X001124103,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0079,P001124,X00112393,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0080,P011123,X00112393,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0081,P001124,X001124107,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0082,P001225,X001124107,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0083,P001124,X00112397,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0084,P001223,X00112397,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0011,P001217,P011217,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0018,P001217,P001218,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0085,P001217,X001217113,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0086,P011218,X001217113,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0087,P001217,X00111715,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0088,P011117,X00111715,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0012,P001218,P011218,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0019,P001218,P001219,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0089,P001218,X001218119,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0090,P011219,X001218119,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0091,P001218,X001217113,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0092,P011217,X001217113,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0093,P001218,X00111826,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0094,P011118,X00111826,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0095,P001218,X001218125,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0096,P001319,X001218125,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0013,P001219,P011219,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0020,P001219,P001319,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0021,P001219,P001220,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0097,P001219,X001219130,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0098,P011319,X001219130,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0099,P001219,X001219132,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0100,P011220,X001219132,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0101,P001219,X001218119,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0102,P011218,X001218119,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0103,P001219,X00111939,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0104,P011119,X00111939,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0105,P001219,X001219138,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0106,P001320,X001219138,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0014,P001220,P011220,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0022,P001220,P001320,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0023,P001220,P001221,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0107,P001220,X001220143,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0108,P011320,X001220143,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0109,P001220,X001220145,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0110,P011221,X001220145,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0111,P001220,X001219132,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0112,P011219,X001219132,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0113,P001220,X00112052,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0114,P011120,X00112052,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0115,P001220,X001220151,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0116,P001321,X001220151,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0117,P001220,X001219138,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0118,P001319,X001219138,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0015,P001221,P011221,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0024,P001221,P001321,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0025,P001221,P001222,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0119,P001221,X001221158,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0120,P011321,X001221158,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0121,P001221,X001221160,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0122,P011222,X001221160,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0123,P001221,X001220145,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0124,P011220,X001220145,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0125,P001221,X00112165,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0126,P011121,X00112165,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0127,P001221,X001221166,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0128,P001322,X001221166,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0129,P001221,X001220151,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0130,P001320,X001220151,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0016,P001222,P011222,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0026,P001222,P001322,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0027,P001222,P001223,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0131,P001222,X001222173,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0132,P011322,X001222173,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0133,P001222,X001222175,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0134,P011223,X001222175,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0135,P001222,X001221160,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0136,P011221,X001221160,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0137,P001222,X00112278,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0138,P011122,X00112278,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0139,P001222,X001222181,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0140,P001323,X001222181,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0141,P001222,X001221166,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0142,P001321,X001221166,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0017,P001223,P011223,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0028,P001223,P001323,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0029,P001223,P001224,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0143,P001223,X001223188,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0144,P011323,X001223188,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0145,P001223,X001223190,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0146,P011224,X001223190,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0147,P001223,X001222175,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0148,P011222,X001222175,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0149,P001223,X00112391,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0150,P011123,X00112391,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0151,P001223,X001223196,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0152,P001324,X001223196,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0153,P001223,X001222181,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0154,P001322,X001222181,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0018,P001224,P011224,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0030,P001224,P001324,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0031,P001224,P001225,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0155,P001224,X001224203,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0156,P011324,X001224203,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0157,P001224,X001224205,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0158,P011225,X001224205,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0159,P001224,X001223190,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0160,P011223,X001223190,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0161,P001224,X001124103,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0162,P011124,X001124103,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0163,P001224,X001223196,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0164,P001323,X001223196,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0019,P001225,P011225,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0165,P001225,X001224205,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0166,P011224,X001224205,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0167,P001225,X001225216,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0168,P001324,X001225216,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0020,P001319,P011319,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0032,P001319,P001320,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0169,P001319,X001319220,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0170,P011320,X001319220,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0171,P001319,X001219130,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0172,P011219,X001219130,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0021,P001320,P011320,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0033,P001320,P001321,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0173,P001320,X001320226,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0174,P011321,X001320226,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0175,P001320,X001319220,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0176,P011319,X001319220,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0177,P001320,X001220143,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0178,P011220,X001220143,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0022,P001321,P011321,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0034,P001321,P001322,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0179,P001321,X001321234,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0180,P011322,X001321234,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0181,P001321,X001320226,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0182,P011320,X001320226,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0183,P001321,X001221158,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0184,P011221,X001221158,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0023,P001322,P011322,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0035,P001322,P001323,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0185,P001322,X001322242,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0186,P011323,X001322242,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0187,P001322,X001321234,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0188,P011321,X001321234,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0189,P001322,X001222173,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0190,P011222,X001222173,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0024,P001323,P011323,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0036,P001323,P001324,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0191,P001323,X001323250,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0192,P011324,X001323250,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0193,P001323,X001322242,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0194,P011322,X001322242,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0195,P001323,X001223188,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0196,P011223,X001223188,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0025,P001324,P011324,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0197,P001324,X001323250,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0198,P011323,X001323250,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0199,P001324,X001224203,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0200,P011224,X001224203,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0026,P011115,P021115,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0037,P011115,P011116,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0201,P011115,X011115263,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0202,P021116,X011115263,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0027,P011116,P021116,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0038,P011116,P011117,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0203,P011116,X011116267,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0204,P021117,X011116267,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0205,P011116,X011115263,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0206,P021115,X011115263,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0207,P011116,X011116271,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0208,P011217,X011116271,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
