member_ID,start_node,end_node,size,PI,V2I,V3I,TI,M2I,M3I,PJ,V2J,V3J,TJ,M2J,M3J,add_back?
BR0037,P000101,P010102,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0016,P000201,P000301,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0038,P000201,P000102,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0017,P000201,P000202,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0039,P000201,P000302,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0040,P000201,P010200,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0041,P000201,P010101,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0042,P000201,P010301,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0043,P000201,P010202,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0018,P000301,P000401,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0044,P000301,P000202,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0019,P000301,P000302,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0045,P000301,P000402,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0046,P000301,P010300,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0047,P000301,P010201,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0048,P000301,P010401,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0049,P000301,P010302,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0020,P000401,P000501,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0050,P000401,P000302,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0021,P000401,P000402,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0051,P000401,P000502,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0052,P000401,P010400,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0053,P000401,P010301,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0054,P000401,P010501,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0055,P000401,P010402,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0022,P000501,P000601,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0056,P000501,P000402,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0023,P000501,P000502,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0057,P000501,P000602,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0058,P000501,P010500,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0059,P000501,P010401,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0060,P000501,P010601,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0061,P000501,P010502,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0062,P000601,P000502,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0024,P000601,P000602,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0063,P000601,P000702,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0064,P000601,P010501,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0065,P000601,P010602,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0025,P000801,P000901,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0066,P000801,P000702,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0026,P000801,P000802,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0067,P000801,P000902,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0068,P000801,P010901,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0069,P000801,P010802,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0070,P000901,P000802,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0027,P000901,P000902,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0071,P000901,P010902,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0028,P000002,P000102,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0029,P000002,P000003,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0072,P000002,P000103,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0073,P000002,P010001,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0074,P000002,P010102,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0075,P000002,P010003,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0030,P000102,P000202,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0076,P000102,P000003,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0031,P000102,P000103,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0077,P000102,P000203,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0078,P000102,P010101,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0079,P000102,P010002,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0080,P000102,P010202,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0081,P000102,P010103,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0032,P000202,P000302,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0082,P000202,P000103,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0033,P000202,P000203,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0083,P000202,P000303,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0084,P000202,P010201,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0085,P000202,P010102,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0086,P000202,P010302,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0087,P000202,P010203,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0034,P000302,P000402,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0088,P000302,P000203,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0035,P000302,P000303,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0089,P000302,P000403,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0090,P000302,P010301,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0091,P000302,P010202,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0092,P000302,P010402,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0093,P000302,P010303,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0036,P000402,P000502,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0094,P000402,P000303,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0037,P000402,P000403,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0095,P000402,P000503,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0096,P000402,P010401,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0097,P000402,P010302,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0098,P000402,P010502,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0099,P000402,P010403,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0038,P000502,P000602,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0100,P000502,P000403,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0039,P000502,P000503,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0101,P000502,P000603,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0102,P000502,P010501,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0103,P000502,P010402,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0104,P000502,P010602,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0105,P000502,P010503,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0040,P000602,P000702,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0106,P000602,P000503,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0041,P000602,P000603,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0107,P000602,P000703,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0108,P000602,P010601,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0109,P000602,P010502,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0110,P000602,P010702,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0111,P000602,P010603,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0042,P000702,P000802,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0112,P000702,P000603,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0043,P000702,P000703,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0113,P000702,P000803,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0114,P000702,P010602,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0115,P000702,P010802,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0116,P000702,P010703,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0044,P000802,P000902,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0117,P000802,P000703,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0045,P000802,P000803,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0118,P000802,P000903,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0119,P000802,P010702,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0120,P000802,P010902,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0121,P000802,P010803,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0122,P000902,P000803,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0046,P000902,P000903,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0123,P000902,P010901,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0124,P000902,P010802,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0125,P000902,P010903,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0047,P000003,P000103,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0048,P000003,P000004,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0126,P000003,P000104,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0127,P000003,P010002,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0128,P000003,P010103,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0129,P000003,P010004,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0049,P000103,P000203,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0130,P000103,P000004,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0050,P000103,P000104,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0131,P000103,P000204,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0132,P000103,P010102,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0133,P000103,P010003,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0134,P000103,P010203,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0135,P000103,P010104,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0051,P000203,P000303,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0136,P000203,P000104,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0052,P000203,P000204,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0137,P000203,P000304,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0138,P000203,P010202,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0139,P000203,P010103,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0140,P000203,P010303,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0141,P000203,P010204,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0053,P000303,P000403,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0142,P000303,P000204,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0054,P000303,P000304,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0143,P000303,P000404,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0144,P000303,P010302,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0145,P000303,P010203,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0146,P000303,P010403,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0147,P000303,P010304,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0055,P000403,P000503,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0148,P000403,P000304,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0056,P000403,P000404,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0149,P000403,P000504,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0150,P000403,P010402,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0151,P000403,P010303,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0152,P000403,P010503,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0153,P000403,P010404,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0057,P000503,P000603,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0154,P000503,P000404,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0058,P000503,P000504,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0155,P000503,P000604,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0156,P000503,P010502,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0157,P000503,P010403,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0158,P000503,P010603,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0159,P000503,P010504,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0059,P000603,P000703,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0160,P000603,P000504,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0060,P000603,P000604,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0161,P000603,P000704,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0162,P000603,P010602,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0163,P000603,P010503,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0164,P000603,P010703,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0165,P000603,P010604,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0061,P000703,P000803,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0166,P000703,P000604,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0062,P000703,P000704,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0167,P000703,P000804,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0168,P000703,P010702,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0169,P000703,P010603,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0170,P000703,P010803,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0171,P000703,P010704,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0063,P000803,P000903,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0172,P000803,P000704,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0064,P000803,P000804,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0173,P000803,P000904,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0174,P000803,P010802,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0175,P000803,P010703,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
CO0001,P000000,P010000,HSS127X127X12.7,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0176,P000803,P010903,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0177,P000803,P010804,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0178,P000903,P000804,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BE0065,P000903,P000904,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
BR0179,P000903,P010902,HSS127X127X12.7,True,True,True,True,False,False,True,True,True,True,False,False,True
